 -0.004581, -0.120212, -0.144441, 0.000000, 0.000000, 0.000000, -0.685700 
 -0.004581, 2.323747, -0.144441, 0.000000, 0.000000, 0.000000, -0.729800 
 0.019999, 2.323747, -0.142021, 0.000000, 0.000000, 0.133300, -0.729800 
 0.019999, -0.120212, -0.142021, 0.000000, 0.000000, 0.142000, -0.685700 
 0.019999, -0.120212, -0.142021, 0.000000, 0.000000, 0.142000, -0.685700 
 0.019999, 2.323747, -0.142021, 0.000000, 0.000000, 0.133300, -0.729800 
 0.043634, 2.323747, -0.134851, 0.000000, 0.000000, 0.261600, -0.729800 
 0.043634, -0.120212, -0.134851, 0.000000, 0.000000, 0.278500, -0.685700 
 0.043634, -0.120212, -0.134851, 0.000000, 0.000000, 0.278500, -0.685700 
 0.043634, 2.323747, -0.134851, 0.000000, 0.000000, 0.261600, -0.729800 
 0.065417, 2.323747, -0.123208, 0.000000, 0.000000, 0.379800, -0.729800 
 0.065417, -0.120212, -0.123208, 0.000000, 0.000000, 0.404400, -0.685700 
 0.065417, -0.120212, -0.123208, 0.000000, 0.000000, 0.404400, -0.685700 
 0.065417, 2.323747, -0.123208, 0.000000, 0.000000, 0.379800, -0.729800 
 0.084509, 2.323747, -0.107539, 0.000000, 0.000000, 0.483400, -0.729800 
 0.084509, -0.120212, -0.107539, 0.000000, 0.000000, 0.514700, -0.685700 
 0.084509, -0.120212, -0.107539, 0.000000, 0.000000, 0.514700, -0.685700 
 0.084509, 2.323747, -0.107539, 0.000000, 0.000000, 0.483400, -0.729800 
 0.100178, 2.323747, -0.088447, 0.000000, 0.000000, 0.568400, -0.729800 
 0.100178, -0.120212, -0.088447, 0.000000, 0.000000, 0.605200, -0.685700 
 0.100178, -0.120212, -0.088447, 0.000000, 0.000000, 0.605200, -0.685700 
 0.100178, 2.323747, -0.088447, 0.000000, 0.000000, 0.568400, -0.729800 
 0.111821, 2.323747, -0.066664, 0.000000, 0.000000, 0.631600, -0.729800 
 0.111821, -0.120212, -0.066664, 0.000000, 0.000000, 0.672500, -0.685700 
 0.111821, -0.120212, -0.066664, 0.000000, 0.000000, 0.672500, -0.685700 
 0.111821, 2.323747, -0.066664, 0.000000, 0.000000, 0.631600, -0.729800 
 0.118991, 2.323747, -0.043029, 0.000000, 0.000000, 0.670500, -0.729800 
 0.118991, -0.120212, -0.043029, 0.000000, 0.000000, 0.713900, -0.685700 
 0.118991, -0.120212, -0.043029, 0.000000, 0.000000, 0.713900, -0.685700 
 0.118991, 2.323747, -0.043029, 0.000000, 0.000000, 0.670500, -0.729800 
 0.121412, 2.323747, -0.018449, 0.000000, 0.000000, 0.683600, -0.729800 
 0.121412, -0.120212, -0.018449, 0.000000, 0.000000, 0.727900, -0.685700 
 0.121412, -0.120212, -0.018449, 0.000000, 0.000000, 0.727900, -0.685700 
 0.121412, 2.323747, -0.018449, 0.000000, 0.000000, 0.683600, -0.729800 
 0.118991, 2.323747, 0.006131, 0.000000, 0.000000, 0.670500, -0.729800 
 0.118991, -0.120212, 0.006131, 0.000000, 0.000000, 0.713900, -0.685700 
 0.118991, -0.120212, 0.006131, 0.000000, 0.000000, 0.713900, -0.685700 
 0.118991, 2.323747, 0.006131, 0.000000, 0.000000, 0.670500, -0.729800 
 0.111821, 2.323747, 0.029766, 0.000000, 0.000000, 0.631600, -0.729800 
 0.111821, -0.120212, 0.029766, 0.000000, 0.000000, 0.672500, -0.685700 
 0.111821, -0.120212, 0.029766, 0.000000, 0.000000, 0.672500, -0.685700 
 0.111821, 2.323747, 0.029766, 0.000000, 0.000000, 0.631600, -0.729800 
